40,38,5,0,2001-01-26
34,69,0,151,2000-11-18
26,46,0,519,2001-03-31
26,36,0,571,2000-12-19
24,52,4,152,2000-07-28
30,46,4,462,2000-09-17
31,66,0,420,2001-01-10
33,55,1,479,2001-11-13
38,70,0,0,2001-11-29
27,47,0,183,2001-02-19
30,69,0,0,2001-03-29
32,73,2,135,2000-07-12
34,40,0,0,2000-01-21
21,49,0,579,2001-07-20
26,74,0,0,2000-12-07
24,54,2,476,2001-04-19
30,73,2,180,2000-02-26
38,37,0,508,2000-09-03
34,57,5,148,2001-04-19
38,55,0,113,2000-04-28
23,50,0,77,2000-03-25
38,73,5,89,2001-02-13
36,40,0,142,2000-04-19
38,57,6,513,2000-12-10
29,35,0,177,2001-11-15
38,41,0,177,2000-06-12
23,68,0,80,2001-08-10
24,74,1,73,2000-08-27
30,67,0,131,2000-03-15
29,56,0,92,2001-01-01
20,43,4,6,2001-02-11
33,66,5,68,2000-08-10
38,49,1,22,2001-04-17
34,47,5,143,2001-06-17
36,57,0,302,2000-12-09
36,58,0,123,2001-05-05
36,56,0,131,2001-06-08
34,41,0,503,2001-09-04
28,61,0,0,2001-05-13
30,68,0,543,2001-05-17
31,74,0,333,2000-08-21
28,45,0,521,2001-09-11
36,69,0,480,2001-01-17
20,72,0,406,2001-08-08
21,45,0,77,2001-11-30
36,42,0,210,2001-02-13
34,66,0,547,2001-05-07
29,45,0,333,2001-05-29
22,70,0,412,2001-05-04
23,61,2,477,2001-09-11
40,69,0,546,2000-07-16
37,52,4,545,2000-12-08
34,74,1,85,2001-06-13
37,64,0,511,2001-01-06
33,73,0,103,2001-08-19
32,40,0,217,2000-08-15
22,62,2,0,2001-08-16
38,55,0,337,2000-06-28
30,45,0,0,2000-07-01
25,72,0,57,2001-01-15
25,73,0,0,2000-12-31
36,52,0,460,2000-01-10
26,72,0,506,2001-08-13
29,54,4,336,2000-02-15
29,70,1,471,2000-10-31
25,39,0,528,2000-11-22
27,70,0,137,2000-03-04
30,42,0,396,2001-05-17
23,54,0,559,2000-09-12
29,39,2,378,2000-12-20
40,49,0,93,2000-10-05
39,49,0,0,2001-11-09
34,39,0,6,2001-05-09
38,73,3,454,2000-11-13
24,74,5,131,2000-12-04
21,58,3,385,2000-04-28
40,54,6,348,2000-10-30
37,44,0,539,2001-10-31
34,59,0,74,2001-03-04
25,59,2,0,2000-05-30
30,74,0,345,2001-07-12
20,65,0,139,2000-01-16
35,45,0,94,2000-02-10
21,55,0,184,2000-05-07
30,75,6,436,2001-07-26
30,44,0,0,2001-10-05
23,62,0,494,2001-08-03
28,74,0,551,2001-04-12
39,73,0,296,2000-06-01
31,59,5,183,2000-10-31
30,57,0,351,2001-08-24
35,54,2,218,2000-03-19
38,41,0,566,2001-07-12
22,48,0,66,2000-10-09
38,39,0,351,2000-02-24
24,40,0,225,2001-04-10
40,53,0,13,2001-09-27
26,72,0,0,2000-01-08
20,59,0,265,2001-08-09
34,66,0,342,2000-09-18
33,73,6,457,2001-10-27
38,73,0,600,2000-02-15
29,44,0,586,2000-07-23
22,72,2,56,2001-03-04
34,35,0,122,2000-09-24
23,35,1,0,2001-01-20
36,57,1,72,2001-07-19
38,73,3,582,2000-02-21
38,69,1,173,2000-07-15
22,44,0,277,2000-05-31
25,39,0,383,2001-05-11
35,48,0,249,2000-03-27
39,48,6,0,2000-08-30
21,41,0,183,2000-07-02
25,41,0,488,2000-09-01
22,54,0,274,2001-11-15
30,47,0,124,2001-02-17
32,69,2,41,2001-04-08
28,45,0,231,2000-08-23
20,56,0,586,2001-01-05
20,43,2,113,2000-05-04
36,48,5,509,2001-11-10
21,54,3,410,2000-03-08
21,50,1,599,2001-01-17
39,38,0,468,2001-01-28
33,40,3,424,2000-07-26
32,62,4,482,2000-02-07
38,55,0,174,2000-06-10
35,58,5,296,2000-05-11
30,39,0,379,2000-06-19
31,48,0,95,2000-09-28
28,54,6,18,2000-12-11
26,40,5,275,2001-01-09
24,51,0,424,2000-04-13
30,60,0,182,2000-01-10
40,75,0,186,2001-06-05
39,43,0,0,2000-05-05
29,63,0,403,2001-08-04
25,35,0,299,2000-12-27
28,64,2,491,2001-05-30
30,75,0,0,2001-02-03
26,58,1,424,2000-08-05
20,56,3,85,2000-05-27
20,73,0,18,2000-04-12
22,50,0,407,2000-07-25
20,40,0,31,2001-08-30
23,72,0,194,2000-08-28
24,70,0,320,2001-09-08
35,35,0,573,2000-04-01
20,66,6,394,2000-06-11
35,68,0,537,2001-09-07
30,40,0,487,2000-11-23
35,61,0,195,2000-12-02
